DateTime,Precip_mm,NO3mgNL,DOCmgCL
1/18/2011 11:25,30,0.333,0.909
1/25/2011 13:45,37.5,0.326,0.745
2/1/2011 10:30,10.8,0.251,1.597
2/8/2011 12:00,47.5,0.336,0.972
3/8/2011 15:45,46.9,0.064,0.347
3/15/2011 11:45,24.9,0.066,0.704
3/22/2011 9:50,29.6,0.094,0.526
4/5/2011 9:45,32,0.181,0.796
4/12/2011 10:30,16,0.667,2.607
4/19/2011 9:35,59.8,0.115,0.711
4/26/2011 9:50,22.6,0.176,0.943
5/3/2011 10:00,2.9,0.323,2.917
5/10/2011 11:15,17.9,0.285,1.595
5/17/2011 12:15,34,0.235,1.477
6/14/2011 10:15,43.7,0.233,1.682
6/21/2011 10:31,12.9,0.185,3.12
6/28/2011 10:30,48.2,0.211,1.234
7/5/2011 10:15,6.5,0.643,3.204
7/19/2011 10:00,6.7,0.768,3.91
7/26/2011 11:05,4.2,0.379,3.166
8/2/2011 10:15,10.1,0.688,2.787
8/9/2011 10:30,28.6,0.273,2.113
8/16/2011 13:00,62.3,0.096,0.912
8/23/2011 10:30,5.6,0.293,1.797
8/30/2011 12:43,85.8,0.141,1.036
9/6/2011 12:00,5.3,0.143,1.184
9/13/2011 11:30,41.2,0.044,0.583
9/20/2011 12:35,3.6,0.282,1.779
9/27/2011 10:10,29.8,0.131,0.647
10/4/2011 14:33,79,0.082,0.634
10/11/2011 9:31,1.4,0.108,2.119
10/18/2011 11:45,34.1,0.065,0.603
10/25/2011 11:53,41,0.042,0.476
11/1/2011 16:18,57.5,0.087,0.636
11/15/2011 12:30,28.2,0.083,0.543
11/22/2011 11:30,5.9,0.368,1.057
11/29/2011 11:15,35.3,0.054,0.419
12/6/2011 10:15,18.8,0.042,0.386
12/13/2011 11:15,49.6,0.066,0.376
12/20/2011 9:15,2.1,0.674,3.056
12/27/2011 13:30,25,0.378,0.793
1/3/2012 12:48,18.2,0.303,0.967
1/17/2012 13:33,28.9,0.276,0.749
1/25/2012 11:40,16.8,0.236,0.842
1/31/2012 10:10,39.4,0.154,0.641
2/7/2012 13:15,1.2,0.548,3.72
1/31/2012 10:10,,0.141,0.834
2/21/2012 10:00,1.9,0.482,1.742
2/28/2012 10:11,26,0.177,0.742
3/6/2012 11:00,47.2,0.129,0.482
3/13/2012 10:15,8.5,0.179,0.716
3/20/2012 10:15,8.6,0.35,1.498
3/27/2012 10:00,2.3,0.313,2.145
4/3/2012 10:10,3.3,0.378,2.048
4/17/2012 10:15,1.1,0.28,3.627
4/24/2012 12:20,68.9,0.053,0.41
5/1/2012 10:45,13.6,0.322,1.474
5/8/2012 10:30,19.9,0.216,0.931
5/15/2012 10:45,45,0.173,0.601
5/22/2012 10:35,19.2,0.13,0.582
5/29/2012 11:00,4.9,0.072,1.197
6/5/2012 10:07,85.6,0.096,0.577
6/12/2012 10:20,8.7,0.107,1.568
6/19/2012 10:30,23.1,0.102,0.613
6/26/2012 9:45,22.9,0.183,1.831
7/3/2012 9:47,28.5,0.119,0.966
7/10/2012 10:20,12.6,0.175,1.837
7/17/2012 11:40,3.7,0.202,2.346
7/31/2012 10:35,24.4,0.216,1.503
8/7/2012 10:20,23.7,0.176,1.243
8/14/2012 10:10,25.9,0.204,1.31
8/21/2012 11:11,27.7,0.155,1.477
8/28/2012 10:17,3.8,0.068,1.498
9/4/2012 11:40,8.6,0.182,2.595
9/11/2012 10:35,14.1,0.175,1.662
9/25/2012 11:05,12.8,0.134,0.764
10/2/2012 10:20,41.6,0.084,0.99
10/9/2012 10:30,17.3,0.218,1.486
10/16/2012 10:50,19.3,0.134,0.827
10/23/2012 10:30,36.2,0.08,0.338
10/30/2012 13:05,38.6,0.0025,1.42
11/6/2012 10:49,7.2,0.118,0.684
11/6/2012 10:49,,0.116,
11/13/2012 10:15,21.5,,0.54
11/20/2012 10:49,2.8,0.081,1.115
11/27/2012 10:10,0.3,0.632,3.804
12/4/2012 11:12,3.6,0.472,1.517
12/11/2012 9:35,18.8,0.198,1.817
12/18/2012 11:00,38.7,0.047,0.261
12/27/2012 14:20,86.3,0.068,
1/3/2013 13:15,12.7,0.22,4.199
1/8/2013 10:15,0.2,0.582,
1/15/2013 11:00,3.3,0.258,1.051
1/22/2013 11:10,11.6,0.064,0.267
1/29/2013 11:00,7.3,0.387,0.496
2/5/2013 10:45,15,0.291,1.219
2/12/2013 10:15,58.6,0.214,2.617
2/26/2013 10:40,30.3,0.095,
3/5/2013 10:15,34,0.086,1.103
3/12/2013 9:30,18.6,0.138,1.576
3/20/2013 11:40,42.6,0.106,1.159
4/2/2013 10:15,14.5,0.096,0.575
5/14/2013 15:00,18.2,0.22,1.218
4/9/2013 10:20,3.2,0.704,20.571
4/16/2013 8:40,27.5,0.207,0.874
4/23/2013 10:20,7.6,0.155,0.927
4/30/2013 10:27,1.3,0.4,1.8
5/21/2013 11:30,4.1,0.698,1.909
5/28/2013 10:52,103.7,0.118,0.631
6/4/2013 11:26,16.9,0.229,1.235
6/11/2013 9:18,74.1,0.04,0.447
6/18/2013 8:55,35.9,0.118,0.873
6/25/2013 10:20,22.9,0.224,2.344
7/2/2013 10:21,62.2,0.229,0.769
7/9/2013 9:55,9.2,0.355,3.56
7/16/2013 11:14,8.4,0.982,2.867
7/23/2013 10:10,17,0.334,2.154
7/30/2013 10:52,29.2,0.191,1.042
8/6/2013 9:54,14.7,0.196,0.818
8/13/2013 9:36,51.9,0.049,1.424
8/27/2013 11:55,1.3,0.308,16.341
9/3/2013 11:15,58.4,0.106,0.944
9/10/2013 10:15,0.4,0.633,
9/17/2013 10:34,124.3,0.06,0.786
9/24/2013 10:24,18.7,0.072,0.309
10/8/2013 9:58,10.1,0.306,2.223
10/29/2013 10:29,0.2,2.003,3.712
11/5/2013 10:30,3.7,0.605,1.417
11/12/2013 10:37,3.3,0.68,6.505
11/19/2013 11:26,7.1,0.045,0.526
11/26/2013 10:30,1.7,0.417,11.614
12/3/2013 11:13,55.7,0.066,1.174
12/10/2013 10:35,13.6,0.231,3.533
12/17/2013 10:25,32.9,0.288,0.805
12/23/2013 9:44,19.2,0.379,1.004
12/30/2013 9:35,33.6,0.068,0.367
1/7/2014 10:05,33.4,0.152,1.58
1/14/2014 9:59,11.4,0.286,0.607
1/21/2014 10:30,33.7,0.156,0.944
2/11/2014 10:42,27.9,0.512,2.796
2/18/2014 10:00,37.5,0.154,1.284
2/25/2014 13:53,48.4,0.178,0.7
3/11/2014 10:00,4.8,1.204,1.071
3/18/2014 13:45,18.9,0.721,2.693
3/25/2014 13:55,16.7,0.08,0.944
4/1/2014 13:53,76.3,0.041,0.509
4/8/2014 10:00,31.7,0.124,1.073
4/15/2014 13:40,4.2,0.939,12.779
4/29/2014 13:45,9.4,0.994,
5/6/2014 13:45,30.4,0.462,
5/20/2014 9:35,26,0.187,3.949
5/27/2014 10:02,12,0.718,
6/10/2014 10:04,7.9,,2.259
6/17/2014 10:27,19,0.207,3.428
7/1/2014 10:37,28,0.129,0.588
7/8/2014 9:03,74,0.186,0.713
7/15/2014 9:07,12.1,0.443,1.544
7/22/2014 10:06,8,0.318,0.888
8/12/2014 9:35,7.1,0.059,1.309
9/2/2014 10:15,2.2,0.068,0.858
9/9/2014 9:44,19.1,0.159,0.745
9/16/2014 10:12,4.3,0.269,0.77
10/7/2014 10:11,16.8,0.149,3.649
10/28/2014 9:25,57.3,0.089,0.345
11/4/2014 11:07,12.2,0.121,0.822
11/11/2014 10:00,8.2,0.246,0.867
11/18/2014 10:25,30,0.149,0.794
11/25/2014 10:06,13.6,0.094,0.31
12/2/2014 10:06,36.4,0.077,2.097
12/9/2014 10:49,34.4,0.082,0.386
12/16/2014 10:10,56.1,0.041,0.259
12/23/2014 9:47,19.5,0.22,0.518
12/30/2014 10:41,27.5,0.125,0.427
1/6/2015 10:08,28.7,0.029,0.17
1/13/2015 10:15,4.9,0.427,0.821
1/20/2015 10:10,10.5,0.152,0.553
1/26/2015 11:35,10.2,0.077,0.184
2/3/2015 10:47,71,,3.629
2/10/2015 10:40,32.4,0.726,2.242
2/17/2015 10:40,13.3,1.135,1.106
2/24/2015 11:45,9.6,0.373,2.512
3/3/2015 13:56,3.5,0.436,2.623
3/10/2015 10:04,4,0.178,0.573
3/17/2015 10:31,20.9,,0.576
3/24/2015 10:31,1.6,0.415,1.04
3/31/2015 11:18,25.1,0.27,0.745
4/7/2015 11:50,3.2,0.641,2.218
4/14/2015 10:15,22.6,0.147,0.68
4/21/2015 11:34,57.7,0.092,0.526
4/28/2015 10:49,2.6,0.27,1.607
5/19/2015 11:45,2.8,0.49,2.767
6/2/2015 11:53,79.3,0.083,0.665
6/16/2015 10:16,16.2,0.243,1.675
6/23/2015 12:10,38.1,0.169,1.075
7/7/2015 10:02,22.3,0.103,1.058
7/21/2015 12:50,4.9,0.745,2.027
7/28/2015 10:10,4.1,0.174,1.595
8/4/2015 10:47,9.5,0.349,1.76
8/11/2015 9:50,11.8,0.191,1.005
8/18/2015 10:10,16.8,0.053,0.52
8/25/2015 10:21,42,0.09,0.479
9/22/2015 11:40,0,0.196,1.073
10/1/2015 9:05,71.3,0.03,0.247
10/13/2015 10:06,15.3,0.467,1.227
10/20/2015 10:52,4.1,0.696,3.368
10/27/2015 13:44,4.1,0.364,1.234
11/3/2015 12:50,47,0.044,
11/17/2015 10:50,20.1,0.167,0.729
11/24/2015 10:33,35.2,0.063,0.345
12/1/2015 10:28,9.4,0.053,0.336
12/4/2015 8:45,12.4,0.126,0.393
12/15/2015 11:00,11.2,0.225,0.719
12/22/2015 10:14,16.6,0.117,0.578
12/30/2015 11:26,89.7,0.059,0.465
1/5/2016 10:42,4.2,0.5,1.492
1/12/2016 9:04,41.9,0.056,0.278
1/19/2016 10:50,18.3,0.278,0.542
2/9/2016 10:30,48.1,0.113,0.582
2/16/2016 15:00,16.2,0.114,0.418
2/23/2016 13:55,8.3,0.145,0.69
3/1/2016 13:15,29.1,0.086,
3/8/2016 10:02,19.6,0.321,1.215
3/15/2016 10:55,33.9,0.111,0.711
3/22/2016 13:15,26.2,0.075,0.344
3/29/2016 14:09,23.6,0.084,0.523
4/5/2016 13:25,26.1,0.182,0.9
4/12/2016 9:26,28.8,0.113,0.504
4/19/2016 13:34,4.6,0.357,1.256
4/26/2016 14:07,9.2,0.391,1.701
5/3/2016 14:07,15.1,0.192,0.803
5/10/2016 9:30,13.6,0.127,0.529
5/17/2016 9:30,5.6,0.16,1.67
5/24/2016 10:55,4.4,0.231,
5/31/2016 10:37,7.2,0.386,1.515
6/7/2016 11:37,37.5,0.241,0.769
6/14/2016 9:33,2.1,0.964,2.77
6/21/2016 10:40,1,0.804,4.567
7/5/2016 10:58,16.8,0.311,1.474
7/12/2016 10:00,44.9,0.109,0.559
7/19/2016 10:37,14.8,0.151,1.777
7/26/2016 11:42,53.9,0.13,2.298
8/2/2016 10:46,11.3,0.396,1.944
8/9/2016 10:00,2.4,0.613,2.201
8/16/2016 9:38,10.3,0.272,0.942
8/23/2016 10:42,17.2,0.083,0.472
9/6/2016 12:16,0.6,0.131,4.742
9/13/2016 10:03,5.9,0.272,1.623
9/20/2016 10:00,33.2,0.1,0.683
9/27/2016 11:07,6.2,0.189,1.043
10/3/2016 9:57,10.9,0.08,0.483
10/11/2016 10:14,29.5,0.074,0.596
10/25/2016 10:07,92.8,0.028,0.186
11/1/2016 10:49,52.6,0.042,0.368
11/8/2016 9:59,9,1.007,2.948
11/21/2016 10:15,40,0.067,0.304
11/29/2016 10:45,6,0.515,1.621
12/6/2016 12:03,53.2,0.075,0.424
12/13/2016 10:20,14.3,0.151,0.463
12/20/2016 10:15,24.6,0.156,0.658
12/27/2016 11:24,9.6,0.226,0.785
1/3/2017 10:24,40.3,0.069,0.316
1/11/2017 8:33,30.2,0.086,0.255
1/17/2017 13:30,1.8,0.372,1.275
1/24/2017 10:02,39,0.096,0.498
2/7/2017 10:32,7.3,0.989,3.994
2/14/2017 11:23,72.9,0.164,0.784
2/21/2017 10:23,16.5,0.381,2.247
2/28/2017 10:32,11.8,,0.876
3/13/2017 11:00,7.1,0.58,7.554
3/21/2017 9:50,42.3,0.096,
3/28/2017 10:28,28,0.144,0.788
4/4/2017 10:17,55.3,0.066,0.47
4/11/2017 9:35,45.3,0.062,0.466
4/18/2017 10:20,6,0.312,2.824
4/25/2017 9:52,21.2,0.118,1.109
5/2/2017 10:20,52.6,0.137,0.622
5/9/2017 10:53,27.7,0.102,0.563
5/16/2017 10:20,49.8,0.077,2.456
5/23/2017 11:20,12.3,0.242,2.266
5/30/2017 12:37,34.7,0.053,4.327
6/6/2017 10:22,33.1,0.157,0.979
6/20/2017 10:19,20.7,0.198,0.902
6/27/2017 10:05,2,0.517,2.578
7/11/2017 10:05,17.4,0.223,5.636
7/18/2017 9:47,10.7,0.204,5.306
7/25/2017 9:59,26.9,0.128,1.21
8/7/2017 10:25,1.3,0.12,1.27
8/15/2017 9:52,22,0.29,
8/22/2017 10:00,33.5,0.244,1.147
8/29/2017 10:40,24.2,0.065,1.067
9/5/2017 11:05,19.3,0.052,0.553
9/12/2017 9:45,52.8,0.096,1.063
9/19/2017 10:30,16.6,0.295,10.034
9/26/2017 11:55,1.7,0.153,2.522
10/3/2017 10:32,2,0.197,1.469
10/10/2017 8:02,30.4,0.131,0.983
10/31/2017 12:45,110.2,0.067,0.416
11/7/2017 10:45,4.9,0.166,6.587
11/14/2017 10:15,6.1,0.338,3.686
11/21/2017 12:25,20.8,0.228,1.439
11/28/2017 10:40,10.7,0.125,3.361
12/4/2017 14:00,2.2,0.0025,7.299
12/12/2017 10:58,27.7,0.174,1.128
12/20/2017 14:25,8.7,0.446,1.204
1/16/2018 10:35,25.4,0.033,1.113
1/23/2018 9:57,17.7,0.457,1.12
1/30/2018 15:50,18.5,0.089,0.735
2/6/2018 10:25,20.6,,2.79
2/13/2018 10:33,49,0.132,0.527
2/20/2018 11:29,17.9,0.094,2.483
2/27/2018 10:26,19.4,,1.364
3/6/2018 11:20,17,0.178,3.193
3/14/2018 10:35,76.1,0.05,0.882
3/27/2018 10:45,3.1,0.164,12.654
4/3/2018 11:20,3.5,0.797,
4/10/2018 10:25,23.6,0.205,1.209
4/17/2018 11:20,71.8,0.12,2.371
4/23/2018 12:00,3.1,0.188,7.295
5/8/2018 10:11,6.4,0.42,10.564
5/29/2018 10:55,15.5,0.326,2.694
6/5/2018 11:17,10.9,0.075,4.414
6/12/2018 8:45,4.4,0.252,
6/19/2018 11:02,6.6,0.285,5.826
7/10/2018 10:10,1.5,0.31,
7/17/2018 10:22,16.8,0.124,2.62
7/24/2018 11:18,76.3,0.092,6.384
7/31/2018 11:00,71.2,0.125,2.927
8/7/2018 10:44,49.9,0.127,2.822
8/14/2018 10:34,30.5,0.216,1.417
9/11/2018 10:20,44.9,0.085,0.923
9/18/2018 13:56,74.6,0.011,3.374
9/25/2018 12:54,1.3,0.158,25.133
10/2/2018 12:15,43.2,0.095,3.2
10/9/2018 10:10,15.7,0.166,0.617
10/16/2018 10:00,27.3,0.168,2.588
10/30/2018 14:48,56.4,0.071,4.817
11/6/2018 13:00,83.9,0.085,0.223
11/20/2018 14:10,59.3,0.15,0.403
11/27/2018 14:00,62.1,0.053,0.922
12/4/2018 14:38,23.1,0.063,0.371
12/18/2018 14:45,12.8,0.043,11.301
1/2/2019 13:35,45,0.081,0.408
1/8/2019 10:30,8.4,0.41,0.744
1/22/2019 13:35,27.5,0.042,0.398
1/29/2019 14:45,34.4,0.045,0.397
2/5/2019 12:38,18.6,0.265,0.769
2/12/2019 10:55,15.7,0.081,5.912
2/19/2019 12:59,38.8,0.106,0.467
2/26/2019 13:58,29.7,0.163,1.66
3/11/2019 10:20,19.3,0.04,1.65
3/19/2019 13:40,5.2,0.573,1.922
3/26/2019 13:21,7.4,0.04,0.995
4/2/2019 12:23,7.6,0.312,4.063
4/9/2019 9:50,20,0.487,2.567
4/16/2019 12:20,38.7,0.153,0.473
4/23/2019 12:30,25.2,0.096,3.089
4/30/2019 12:45,55.9,0.157,0.422
5/7/2019 15:05,13.6,0.37,1.863
5/13/2019 9:55,6.3,0.67,6.212
5/21/2019 14:46,26.6,0.143,0.694
6/4/2019 10:00,26.8,0.124,0.781
6/11/2019 9:07,57.1,0.134,0.701
6/18/2019 9:48,20.2,0.096,0.594
6/25/2019 11:35,10.4,0.281,13.316
7/2/2019 12:59,27.3,0.197,4.2
7/16/2019 15:00,58.8,0.12,0.885
7/23/2019 16:10,51.1,0.112,0.925
8/13/2019 10:02,41.4,0.125,0.679
8/20/2019 14:02,36.6,0.171,3.832
9/3/2019 13:35,54.6,0.041,0.213
10/8/2019 10:15,27,0.161,2.831
10/22/2019 11:20,51.5,0.042,0.395
10/29/2019 10:25,63.5,0.071,0.273
11/5/2019 9:40,20.3,0.105,0.345
11/12/2019 10:00,11.9,0.29,4.587
11/19/2019 9:05,8.4,0.076,2.806
11/26/2019 8:56,35.8,0.082,0.476
12/4/2019 9:20,57.2,0.16,1.087
12/10/2019 8:37,19.5,0.136,2.577
12/17/2019 9:29,77,0.043,0.328
12/23/2019 10:05,11,0.067,0.347
1/3/2020 9:50,51.7,0.048,0.561
1/8/2020 9:10,8.5,0.312,1.385
1/14/2020 9:05,8.3,0.063,0.438
1/21/2020 10:49,21.7,0.261,0.696
1/28/2020 9:45,36.8,0.022,0.483
2/11/2020 9:55,31.7,0.114,0.479
2/18/2020 9:15,12.4,0.165,0.453
2/25/2020 9:30,19.4,0.165,0.436
3/3/2020 12:33,36.2,0.038,0.394
3/17/2020 10:08,12.6,0.197,1.227
3/24/2020 11:18,44,0.063,
3/31/2020 10:47,29,0.118,0.766
4/7/2020 12:43,38.5,0.031,0.445
4/13/2020 10:07,36.1,0.082,0.703
4/21/2020 9:44,30.5,0.254,1.721
4/28/2020 12:02,32.8,0.122,1.083
5/5/2020 9:48,27.1,0.072,0.338
5/12/2020 9:35,12.4,0.186,1.642
5/19/2020 9:15,8.8,0.129,1.352
6/2/2020 12:53,2.5,0.157,5.635
6/9/2020 9:47,7.1,0.439,3.023
6/16/2020 11:20,2.7,0.166,2.469
6/30/2020 10:53,20.9,0.099,0.53
7/7/2020 12:48,76.5,0.021,0.289
7/14/2020 8:33,24.4,0.149,2.644
7/28/2020 7:41,16.9,0.121,0.618
8/5/2020 12:26,3.9,0.194,1.273
8/18/2020 9:14,5.8,0.257,1.853
8/25/2020 8:59,23,0.127,1.717
9/1/2020 9:27,12.5,0.294,1.588
9/8/2020 9:42,3.1,0.202,0.957
9/15/2020 9:14,36.2,0.02,0.407
9/29/2020 9:09,1.8,0.125,0.82
10/6/2020 9:37,10.6,0.076,0.666
10/13/2020 8:59,3.1,0.264,2.656
10/20/2020 9:21,72.2,0.029,0.384
10/27/2020 9:30,4,0.283,1.359
11/3/2020 9:40,38,0.093,0.446
11/17/2020 9:41,12.2,0.227,1.124
11/24/2020 9:10,39,0.042,0.38
12/1/2020 9:36,61.2,0.115,0.314
12/8/2020 9:22,53.6,0.076,0.299
12/15/2020 9:24,12.2,0.229,0.613
12/22/2020 9:14,22.1,0.302,1.016
12/29/2020 9:44,30,0.034,0.198
1/5/2021 9:13,16.2,0.084,0.416
1/19/2021 9:29,37.1,0.066,0.371
2/1/2021 9:40,6.4,0.253,0.718
2/8/2021 10:17,33.6,,0.451
